accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.0634765625,0.0155029296875,0.9959716796875,-0.0457763671875,-0.030517578125,-0.1678466796875
-0.063232421875,0.015380859375,0.9964599609375,-0.06103515625,-0.030517578125,-0.1678466796875
-0.0634765625,0.015380859375,0.9974365234375,-0.06103515625,-0.030517578125,-0.18310546875
-0.0633544921875,0.015625,0.9964599609375,-0.06103515625,-0.0457763671875,-0.18310546875
-0.06396484375,0.015380859375,0.9964599609375,-0.06103515625,-0.0457763671875,-0.18310546875
-0.0643310546875,0.0152587890625,0.996337890625,-0.06103515625,-0.0457763671875,-0.18310546875
-0.064453125,0.0155029296875,0.9964599609375,-0.06103515625,-0.030517578125,-0.18310546875
-0.06396484375,0.015625,0.9959716796875,-0.06103515625,-0.030517578125,-0.18310546875
-0.06396484375,0.01513671875,0.995849609375,-0.06103515625,-0.0152587890625,-0.152587890625
-0.06396484375,0.0152587890625,0.9957275390625,-0.06103515625,-0.030517578125,-0.1678466796875
-0.0634765625,0.0155029296875,0.9959716796875,-0.06103515625,-0.030517578125,-0.1678466796875
-0.0634765625,0.0152587890625,0.994873046875,-0.0457763671875,-0.030517578125,-0.18310546875
-0.0634765625,0.015380859375,0.9957275390625,-0.06103515625,-0.0457763671875,-0.18310546875
-0.0628662109375,0.0152587890625,0.995361328125,-0.0457763671875,-0.030517578125,-0.18310546875
-0.06298828125,0.01513671875,0.9954833984375,-0.0457763671875,-0.030517578125,-0.18310546875
-0.063232421875,0.0150146484375,0.995361328125,-0.030517578125,-0.0457763671875,-0.1983642578125
-0.0631103515625,0.015380859375,0.9951171875,-0.0457763671875,-0.0457763671875,-0.18310546875
-0.0628662109375,0.01513671875,0.995849609375,-0.06103515625,-0.030517578125,-0.18310546875
-0.062744140625,0.014892578125,0.994384765625,-0.0457763671875,-0.0152587890625,-0.18310546875
-0.062255859375,0.015380859375,0.99560546875,-0.06103515625,-0.0152587890625,-0.18310546875
-0.0623779296875,0.0155029296875,0.9959716796875,-0.06103515625,-0.0152587890625,-0.18310546875
-0.0626220703125,0.015380859375,0.9954833984375,-0.06103515625,-0.030517578125,-0.18310546875
-0.0626220703125,0.0152587890625,0.99462890625,-0.06103515625,-0.030517578125,-0.18310546875
-0.0625,0.0162353515625,0.9942626953125,-0.06103515625,-0.0457763671875,-0.18310546875
-0.06201171875,0.0159912109375,0.994384765625,-0.06103515625,-0.06103515625,-0.1678466796875
-0.0626220703125,0.0157470703125,0.9952392578125,-0.06103515625,-0.06103515625,-0.152587890625
-0.0633544921875,0.015869140625,0.994873046875,-0.06103515625,-0.06103515625,-0.152587890625
-0.06298828125,0.0159912109375,0.995361328125,-0.06103515625,-0.030517578125,-0.1678466796875
-0.0628662109375,0.01611328125,0.9949951171875,-0.0457763671875,-0.0457763671875,-0.1678466796875
-0.0623779296875,0.016357421875,0.99462890625,-0.06103515625,-0.0457763671875,-0.152587890625
-0.0628662109375,0.015625,0.99560546875,-0.06103515625,-0.0457763671875,-0.1678466796875
-0.06298828125,0.015380859375,0.9959716796875,-0.0457763671875,-0.0457763671875,-0.1678466796875
-0.0628662109375,0.0152587890625,0.9959716796875,-0.06103515625,-0.0457763671875,-0.1678466796875
-0.062744140625,0.0146484375,0.9962158203125,-0.0457763671875,-0.030517578125,-0.1678466796875
-0.062744140625,0.0152587890625,0.99609375,-0.06103515625,-0.030517578125,-0.18310546875
-0.06298828125,0.015380859375,0.99658203125,-0.06103515625,-0.0457763671875,-0.18310546875
-0.06298828125,0.0155029296875,0.9967041015625,-0.0457763671875,-0.06103515625,-0.1678466796875
-0.062744140625,0.015380859375,0.995849609375,-0.06103515625,-0.0762939453125,-0.1678466796875
-0.062255859375,0.01513671875,0.99560546875,-0.0762939453125,-0.06103515625,-0.1678466796875
-0.0628662109375,0.015625,0.9949951171875,-0.0762939453125,-0.0457763671875,-0.1678466796875
-0.0626220703125,0.0155029296875,0.9949951171875,-0.06103515625,-0.0457763671875,-0.18310546875
-0.0626220703125,0.015869140625,0.99560546875,-0.0457763671875,-0.06103515625,-0.1678466796875
-0.0631103515625,0.0159912109375,0.995849609375,-0.030517578125,-0.0762939453125,-0.1678466796875
-0.06298828125,0.0155029296875,0.99609375,-0.030517578125,-0.091552734375,-0.1678466796875
-0.062744140625,0.01513671875,0.99658203125,-0.030517578125,-0.0762939453125,-0.1678466796875
-0.0626220703125,0.0152587890625,0.9959716796875,-0.0457763671875,-0.06103515625,-0.1678466796875
-0.0621337890625,0.01513671875,0.9962158203125,-0.06103515625,-0.0457763671875,-0.18310546875
-0.06201171875,0.0155029296875,0.995849609375,-0.0457763671875,-0.0457763671875,-0.1983642578125
-0.062744140625,0.01513671875,0.996337890625,-0.06103515625,-0.0457763671875,-0.18310546875
-0.0625,0.0152587890625,0.9964599609375,-0.0457763671875,-0.0457763671875,-0.18310546875
-0.062744140625,0.014892578125,0.996826171875,-0.030517578125,-0.0457763671875,-0.18310546875
-0.0638427734375,0.0150146484375,0.9971923828125,-0.0457763671875,-0.0457763671875,-0.1678466796875
-0.063720703125,0.015625,0.9970703125,-0.0457763671875,-0.0457763671875,-0.1678466796875
-0.0631103515625,0.015869140625,0.99658203125,-0.06103515625,-0.06103515625,-0.18310546875
-0.062744140625,0.0159912109375,0.9970703125,-0.06103515625,-0.06103515625,-0.18310546875
-0.0633544921875,0.01611328125,0.99658203125,-0.06103515625,-0.0457763671875,-0.18310546875
-0.0634765625,0.01611328125,0.9964599609375,-0.06103515625,-0.0457763671875,-0.18310546875
-0.0634765625,0.0159912109375,0.996337890625,-0.0457763671875,-0.030517578125,-0.18310546875
-0.0633544921875,0.0164794921875,0.99560546875,-0.0457763671875,-0.030517578125,-0.18310546875
-0.06298828125,0.01708984375,0.9954833984375,-0.06103515625,-0.0457763671875,-0.18310546875
-0.0631103515625,0.0169677734375,0.9951171875,-0.0762939453125,-0.030517578125,-0.18310546875
-0.0628662109375,0.016845703125,0.9954833984375,-0.06103515625,-0.0457763671875,-0.1678466796875
-0.062744140625,0.0162353515625,0.995361328125,-0.0762939453125,-0.030517578125,-0.1678466796875
