accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.079833984375,0.0244140625,0.883056640625,5.950927734375,-2.0904541015625,1.46484375
-0.079833984375,0.0252685546875,0.8819580078125,6.4849853515625,-2.166748046875,1.5411376953125
-0.080078125,0.0264892578125,0.8829345703125,7.14111328125,-2.25830078125,1.6326904296875
-0.0797119140625,0.028076171875,0.88330078125,7.62939453125,-2.3040771484375,1.708984375
-0.079345703125,0.031005859375,0.8831787109375,7.720947265625,-2.288818359375,1.7242431640625
-0.0794677734375,0.032958984375,0.881591796875,7.293701171875,-2.166748046875,1.678466796875
-0.0791015625,0.033935546875,0.882080078125,6.3934326171875,-1.953125,1.5869140625
-0.0787353515625,0.0333251953125,0.8818359375,5.3863525390625,-1.77001953125,1.46484375
-0.0787353515625,0.0335693359375,0.881591796875,4.7607421875,-1.5716552734375,1.40380859375
-0.0789794921875,0.0347900390625,0.8817138671875,4.1656494140625,-1.4190673828125,1.3275146484375
-0.0797119140625,0.03466796875,0.8826904296875,3.4942626953125,-1.251220703125,1.2359619140625
-0.078857421875,0.0350341796875,0.883056640625,2.9144287109375,-1.129150390625,1.1749267578125
-0.0791015625,0.0352783203125,0.8822021484375,2.4261474609375,-0.946044921875,1.0986328125
-0.0794677734375,0.03466796875,0.8826904296875,1.9073486328125,-0.8392333984375,1.0223388671875
-0.0797119140625,0.0347900390625,0.8826904296875,1.6326904296875,-0.79345703125,0.946044921875
-0.079833984375,0.0338134765625,0.8817138671875,1.556396484375,-0.7476806640625,0.91552734375
-0.0799560546875,0.0333251953125,0.8807373046875,1.739501953125,-0.7476806640625,0.9307861328125
-0.0797119140625,0.0333251953125,0.8819580078125,2.01416015625,-0.8087158203125,0.9765625
-0.0802001953125,0.0322265625,0.88232421875,2.3040771484375,-0.79345703125,1.0223388671875
-0.0804443359375,0.0330810546875,0.8814697265625,2.7008056640625,-0.732421875,1.0833740234375
-0.0802001953125,0.0340576171875,0.881591796875,2.716064453125,-0.701904296875,1.0986328125
-0.08056640625,0.03369140625,0.880615234375,2.3345947265625,-0.6866455078125,1.0223388671875
-0.080810546875,0.0340576171875,0.8800048828125,1.861572265625,-0.6866455078125,0.9765625
-0.0806884765625,0.033935546875,0.88037109375,1.3427734375,-0.6866455078125,0.91552734375
-0.0814208984375,0.03271484375,0.8809814453125,1.0223388671875,-0.7171630859375,0.8392333984375
-0.08154296875,0.0321044921875,0.881103515625,1.3885498046875,-0.9002685546875,0.91552734375
-0.0819091796875,0.0318603515625,0.8814697265625,1.983642578125,-1.03759765625,0.9918212890625
-0.08203125,0.031494140625,0.8817138671875,2.6397705078125,-1.1444091796875,1.0528564453125
-0.08203125,0.0318603515625,0.882568359375,3.5552978515625,-1.373291015625,1.190185546875
-0.0816650390625,0.0325927734375,0.882568359375,4.608154296875,-1.6021728515625,1.3427734375
-0.0809326171875,0.0341796875,0.8818359375,5.5999755859375,-1.800537109375,1.46484375
-0.0809326171875,0.035400390625,0.882080078125,6.378173828125,-1.983642578125,1.5411376953125
-0.081298828125,0.0352783203125,0.8828125,7.049560546875,-2.105712890625,1.5869140625
-0.0814208984375,0.0343017578125,0.8839111328125,8.2855224609375,-2.25830078125,1.708984375
-0.0811767578125,0.03515625,0.884765625,10.31494140625,-2.532958984375,1.983642578125
-0.080078125,0.0377197265625,0.884521484375,12.6190185546875,-2.777099609375,2.2735595703125
-0.07958984375,0.041259765625,0.8839111328125,14.6331787109375,-2.9144287109375,2.5482177734375
-0.078369140625,0.0465087890625,0.8824462890625,15.8233642578125,-3.021240234375,2.74658203125
-0.0771484375,0.0523681640625,0.8804931640625,15.31982421875,-2.838134765625,2.74658203125
-0.076416015625,0.05712890625,0.87841796875,12.6495361328125,-2.3956298828125,2.44140625
-0.0770263671875,0.056396484375,0.8790283203125,8.636474609375,-1.861572265625,1.8463134765625
-0.0780029296875,0.0533447265625,0.8826904296875,5.4473876953125,-1.5106201171875,1.3885498046875
-0.078369140625,0.0516357421875,0.88427734375,4.2877197265625,-1.46484375,1.2359619140625
-0.0784912109375,0.0509033203125,0.884765625,4.3487548828125,-1.52587890625,1.28173828125
